gene	TPM_Hela	TPM_PC9
DUX4	0	0.2308364629244369
DUXB	0	0
ENSG00000000003	34.76332544261553	123.90486612855803
ENSG00000000005	0	0
ENSG00000000419	133.59797653562316	136.6823432821989
ENSG00000000457	5.199806488476487	6.151112806162936
ENSG00000000460	31.249942680131422	30.388941413228807
ENSG00000000938	0	0.31230815572129694
ENSG00000000971	2.491307777034189	0.19010061652600685
ENSG00000001036	89.80206340909393	79.10901370575112
ENSG00000001084	23.967658408800716	139.20796575890157
ENSG00000001167	15.369452593703228	19.173005038194404
ENSG00000001460	4.318266813525928	4.833987105947031
ENSG00000001461	7.141748960831342	7.957068663160001
ENSG00000001497	80.61616447736274	58.79540496840068
ENSG00000001561	0	8.771785591128602
ENSG00000001617	1.903614660400483	1.6294338559372015
ENSG00000001626	0.6004690539518301	0.21725784745829355
ENSG00000001629	21.259159697358417	22.078828747949082
ENSG00000001630	68.31293684000929	40.80373947576076
ENSG00000001631	25.28357995256749	26.356092619784235
ENSG00000002016	9.709712361774276	8.907571745790035
ENSG00000002079	0.6387968659062023	19.010061652600683
ENSG00000002330	49.54508491968506	82.3271455712271
ENSG00000002549	77.74157858078483	49.684153990618505
ENSG00000002586	93.59651679257678	104.70470385943133
ENSG00000002587	1.0348509227680478	13.252728694955906
ENSG00000002726	0	2.349100475642799
ENSG00000002745	0.28107062099872904	0.36662261758587034
ENSG00000002746	0.9837471734955516	0.20367923199215018
ENSG00000002822	12.303227637353459	18.996483037134542
ENSG00000002834	30.317299255908363	104.31092401091317
ENSG00000002919	13.28697481084901	22.63555198206096
ENSG00000002933	0	0
ENSG00000003056	127.14612818997051	130.51765186056986
ENSG00000003096	36.143126672972926	0.42093707945044373
ENSG00000003137	1.9419424723548553	2.1997357055152222
ENSG00000003147	1.2137140452217845	43.72314180098158
ENSG00000003249	6.439072408334519	12.38369730512273
ENSG00000003393	10.003558920091129	11.65045206995099
ENSG00000003400	0.37050218222559733	4.1414777171737205
ENSG00000003402	20.377620022407854	29.411281099666486
ENSG00000003436	133.77683965807688	0.8961886207654609
ENSG00000003509	28.63087552991599	25.840105232070787
ENSG00000003756	46.887689957515256	29.438438330598775
ENSG00000003987	1.2137140452217845	0.8554527743670308
ENSG00000003989	12.111588577581598	0.13578615466143346
ENSG00000004059	247.9937192821059	240.93895283124752
ENSG00000004139	1.4947846662205135	4.440207257428874
ENSG00000004142	77.90766576592044	78.81028416549597
ENSG00000004399	38.085069145327786	7.074458657860683
ENSG00000004455	419.24238309424055	279.6651641406884
